codeCPV_2,codeCPV_FR
34513550,Navires hydrographes
34513600,Navires de lutte antipollution
34513650,Bateaux de service d'incendie
34513700,Bateaux de sauvetage
34513750,Bateaux-phares
34514000,"Plates-formes de forage ou de production, flottantes ou submersibles"
34514100,Navires de forage
34514200,Plates-formes de forage autoélévatrices
34514300,Tours de forage pour plates-formes
34514400,Plates-formes de forage flottantes
34514500,Installation de production flottante
34514600,Tours de forage semi-submersibles
34514700,Plate-forme mobile
34514800,Plate-forme offshore
34514900,Plates-formes de forage
34515000,Structures flottantes
34515100,Bouées de marquage
34515200,Radeaux pneumatiques
34516000,Défenses d'accostage
34520000,Bateaux
34521000,Bateaux spécialisés
34521100,Vedettes de surveillance
34521200,Vedettes de patrouille douanière
34521300,Vedettes de patrouille de police
34521400,Canots de sauvetage
34522000,Bateaux de plaisance et de sport
34522100,Bateaux à voile
34522150,Catamarans
34522200,Embarcations de sauvetage
34522250,Petits voiliers
34522300,Petites embarcations
34522350,Canots en fibres de verre
34522400,Canots semi-rigides
34522450,Embarcations pneumatiques
34522500,Canots pneumatiques
34522550,Canoës
34522600,Embarcations à rames
34522700,Bateaux à pédales
34600000,Locomotives et matériel roulant de chemin de fer et de tramway et pièces détachées
34610000,Locomotives et tenders de chemin de fer
34611000,Locomotives
34612000,Tenders de locomotives et funiculaires
34612100,Tenders
34612200,Funiculaires
34620000,Matériel roulant
34621000,"Véhicules d'entretien ou de services des voies ferrées, et wagons de marchandises"
34621100,Wagons de marchandises
34621200,Véhicules d'entretien ou de service des voies ferrées
34622000,"Voitures de chemin de fer et de tramway, trolleybus"
34622100,Voitures de tramway
34622200,Voitures de chemin de fer
34622300,Trolleybus
34622400,Voitures à voyageurs
34622500,Fourgons à bagages et fourgons spéciaux
34630000,"Pièces détachées pour locomotives ou matériel ferroviaire roulant, équipement de commande et de contrôle du trafic ferroviaire"
34631000,Pièces détachées pour locomotives ou matériel ferroviaire roulant
34631100,Roues monobloc
34631200,Tampons de choc et barres de traction
34631300,Sièges pour matériel ferroviaire roulant
34631400,"Essieux, pneus et autres pièces détachées pour locomotives ou matériel ferroviaire roulant"
34632000,Équipement de commande et de contrôle du trafic ferroviaire
34632100,Signalisation mécanique
34632200,Équipement électrique de signalisation de chemin de fer
34632300,Installations électriques de chemin de fer
34640000,Éléments automobiles
34700000,Aéronefs et spationefs
34710000,"Hélicoptères, aéronefs, spationefs et autres aéronefs à moteur"
34711000,Hélicoptères et avions
34711100,Avions
34711110,Avions à voilure fixe
34711200,Aéronefs sans pilote
34711300,Aéronefs pilotés
34711400,Aéronefs à usage spécifique
34711500,Hélicoptères
34712000,"Spationefs, satellites et dispositifs de lancement"
34712100,Spationefs
34712200,Satellites
34712300,Dispositifs de lancement de spationefs
34720000,"Ballons, dirigeables et autres aéronefs non motorisés"
34721000,Planeurs
34721100,Deltaplane
34722000,Ballons et dirigeables
34722100,Ballons
34722200,Dirigeables
34730000,"Pièces détachées pour aéronefs, spationefs et hélicoptères"
34731000,Pièces détachées pour aéronefs
34731100,Moteurs d'aéronefs
34731200,Turboréacteurs
34731300,Turbopropulseurs
34731400,Moteurs à réaction
34731500,Pièces détachées pour moteurs d'aéronefs
34731600,Pièces pour turboréacteurs ou turbopropulseurs
34731700,Pièces détachées pour hélicoptères
34731800,Pneus pour avions
34740000,"Équipements, appareils d'entraînement, simulateurs et pièces pour aéronefs et spationefs"
34741000,Équipement pour aéronefs
34741100,Dispositifs de lancement d'aéronefs
34741200,Systèmes de catapultage d'aéronefs
34741300,Dispositifs d'arrêt de plate-forme d'appontage
34741400,Simulateurs de vol
34741500,Appareils au sol d'entraînement au vol
34741600,Sachets pour mal de l'air
34900000,Équipement de transport et pièces détachées divers
34910000,"Charrettes à chevaux ou à bras, autres véhicules nonautomoteurs, chariots à bagages et pièces détachées diverses"
34911000,Charrettes à chevaux ou à bras et autres véhicules nonautomoteurs
34911100,Chariots à bras
34912000,Chariots à bagages
34912100,Poussettes
34913000,Pièces détachées diverses
34913100,Pneus usagés
34913200,Pneus rechapés
34913300,Pare-chocs
34913400,Montres pour véhicules
34913500,Serrures pour véhicules
34913510,Cadenas pour bicyclettes
34913600,Hélices de bateau
34913700,Échelles pour véhicules de lutte contre l'incendie
34913800,Ancres
34920000,Équipement routier
34921000,Équipement d'entretien routier
34921100,Balayeuses de routes
34921200,Balayeuses de pistes
34922000,Matériel de marquage routier
34922100,Marquage routier
34922110,Billes de verre pour marquage routier
34923000,Équipement de contrôle de la circulation routière
34924000,Panneaux à messages variables
34926000,Équipement de contrôle des parcs de stationnement
34927000,Équipement de péage
34927100,Sel de déneigement
34928000,Mobilier routier
34928100,Glissières de sécurité
34928110,Séparateurs de voies
34928120,Composants de barrières
34928200,Clôtures
34928210,Poteaux en bois
34928220,Éléments de clôture
34928230,Barrière antibruit
34928300,Barrières de sécurité
34928310,Clôtures de protection
34928320,Garde-corps
34928330,Dispositifs pare-avalanche
34928340,Barrières pare-neige
34928400,Mobilier urbain
34928410,Balises
34928420,Avertisseurs lumineux de danger
34928430,Cônes de sécurité
34928440,Poteaux d'arrêt d'autobus
34928450,Bornes lumineuses
34928460,Cônes routiers
34928470,Fléchage
34928471,Matériel de signalisation
34928472,Poteaux de signalisation
34928480,Conteneurs et poubelles de déchets
34928500,Équipement d'éclairage public
34928510,Lampadaires d'éclairage public
34928520,Réverbères
34928530,Lampes d'éclairage public
34929000,Matériaux de construction autoroutière
34930000,Équipement maritime
34931000,Équipement pour port
34931100,Installations d'amarrage
34931200,Passerelles d'embarquement des passagers pour navires
34931300,Échelles mobiles pour l'embarquement des passagers pour navires
34931400,Simulateurs de passerelle d'embarquement
34931500,Équipement de contrôle du trafic maritime
34932000,Systèmes radars
34933000,Matériel de navigation
34934000,Pales d'hélices
34940000,Équipement ferroviaire
34941000,Rails et accessoires
34941100,Barres
34941200,Rails de chemin de fer
34941300,Rails de tramway
34941500,Pièces d'entretoisement
34941600,Jonctions de voies
34941800,Lames d'aiguilles de chemin de fer
34942000,Équipement de signalisation
34942100,Poteaux indicateurs
34942200,Boîtiers de signalisation
34943000,Système de surveillance de la marche des trains
34944000,Système de réchauffage des aiguillages
34945000,Machines d'alignement des voies
34946000,Matériaux de construction ferroviaire et fournitures
34946100,Matériaux de construction ferroviaire ferrées
34946110,Rails
34946120,Matériaux ferroviaires
34946121,Éclisses et selles de rail
34946122,Contre-rails
34946200,Matériaux de construction de voies ferrées
34946210,Rails d'alimentation en courant
34946220,"Lames d'aiguille, cœurs de croisement, tringles de manœuvre d'aiguille et pièces de croisement"
34946221,Lames d'aiguille
34946222,Cœurs de croisement
34946223,Tringles de manœuvre d'aiguille
34946224,Pièces de croisement
34946230,"Crapauds ferroviaires, plaques d'écartement et traverses"
34946231,Crapauds ferroviaires
34946232,Plaques d'écartement et traverses
34946240,Sièges et cale-sièges
34947000,Traverses et pièces pour traverses
34947100,Traverses
34947200,Pièces pour traverses
34950000,Structures porteuses
34951000,Plates-formes d'accès
34951200,Équipement de manipulation des boues
34951300,Installation de dessication des boues
34952000,Dispositifs de levage de plate-forme hydraulique
34953000,Passerelles d'accès
34953100,Passerelles pour ferry
34953300,Passerelles pour passagers
34954000,Passerelles de service
34955000,Dock flottant
34955100,Unité de stockage flottante
34960000,Équipement aéroportuaire
34961000,Système de manutention des bagages
34961100,Équipement de manutention des bagages
34962000,Équipement de contrôle du trafic aérien
34962100,Équipement de tour de contrôle
34962200,Contrôle du trafic aérien
34962210,Simulation du contrôle du trafic aérien
34962220,Systèmes de contrôle du trafic aérien
34962230,Formation au contrôle du trafic aérien
34963000,Système d'atterrissage aux instruments (ILS)
34964000,Radiophare d'alignement omnidirectionnel VHF Doppler (DVOR)
34965000,Appareil de mesure des distances (DME)
34966000,Radiogoniomètre et radiophare non directionnel
34966100,Radiogoniomètre (RDF)
34966200,Radiophare non directionnel (NDB)
34967000,Système de communication aéroportuaire (COM)
34968000,Système de surveillance d'aéroport et système d'éclairage
34968100,Système de surveillance d'aéroport (SUR)
34968200,Système d'éclairage aéroportuaire
34969000,Passerelles et échelles mobiles d'embarquement des passagers pour avions
34969100,Passerelles d'embarquement des passagers pour avions
34969200,Échelles mobiles d'embarquement des passagers pour avions
34970000,Équipement de surveillance de la circulation
34971000,Caméras de contrôle de la vitesse
34972000,Système de mesure du flux de la circulation
34980000,Billets de transport
34990000,"Équipement de contrôle, de sécurité, de signalisation et d'éclairage"
34991000,Projecteurs d'intervention extérieure
34992000,Panneaux de signalisation et panneaux de signalisation lumineux
34992100,Panneaux de signalisation lumineux
34992200,Panneaux de signalisation routière
34992300,Indicateurs de rues
34993000,Éclairage public
34993100,Éclairage de tunnel
34994000,Signalisation et éclairage maritimes
34994100,Signalisation et éclairage de navigation fluviale
34995000,Balisage et éclairage d'aérodrome
34996000,"Équipement de commande et de contrôle, de sécurité ou de signalisation des routes"
34996100,Feux de circulation
34996200,"Équipement de commande et de contrôle, de sécurité ou de signalisation des voies navigables"
34996300,"Équipement de commande et de contrôle, de sécurité ou de signalisation de parking"
34997000,"Équipement de commande et de contrôle, de sécurité ou de signalisation d'aéroport"
34997100,Enregistreurs de vol
34997200,Éclairage d'aéroport
34997210,Feux de balisage de piste
34998000,"Équipement de commande et de contrôle, de sécurité ou de signalisation d'installations portuaires"
34999000,"Générateurs de signaux, séparateurs de signal d'antenne et machines de galvanoplastie"
34999100,Générateurs de signaux
34999200,Séparateurs de signal d'antenne
34999300,Machines de galvanoplastie
34999400,Maquettes
34999410,Maquettes d'avions
34999420,Maquettes de bateaux
35000000,"Équipement de sécurité, de lutte contre l'incendie, de police et de défense"
35100000,Matériel de secours et de sécurité
35110000,"Équipement de lutte contre l'incendie, de sauvetage et de sécurité"
35111000,Matériel de lutte contre l'incendie
35111100,Appareils respiratoires pour la lutte contre l'incendie
35111200,Équipement de lutte contre l'incendie
35111300,Appareils extincteurs
35111310,Mousse pour extincteurs
35111320,Extincteurs portatifs
35111400,Équipement d'évacuation en cas d'incendie
35111500,Système d'extinction d'incendie
35111510,Outillage pour l'extinction d'incendie
35111520,Mousse d'extinction d'incendie ou composés similaires
35112000,Équipement de sauvetage et d'urgence
35112100,Mannequins d'entraînement pour les urgences
35112200,Douche de sécurité
35112300,Douche oculaire
35113000,Matériel de sécurité
35113100,Équipement de sécurité de site
35113110,Système de protection de réacteurs nucléaires
35113200,"Équipement de protection nucléaire, biologique, chimique et radiologique"
35113210,Équipement de sûreté nucléaire
35113300,Installations de sécurité
35113400,Vêtements de protection et de sécurité
35113410,Vêtements de protection biologique et chimique
35113420,Vêtements de protection radiologique et nucléaire
35113430,Gilets de protection
35113440,Gilets réfléchissants
35113450,Vêtements ou ponchos de protection
35113460,Chaussettes ou articles de bonneterie de protection
35113470,Chemises ou pantalons de protection
35113480,Serre-poignets de protection
35113490,Blouses de protection
35120000,Systèmes et appareils de surveillance et de sécurité
35121000,Équipement de sécurité
35121100,Vibreurs (sonores)
35121200,Détecteur de fausse monnaie
35121300,Accessoires de sécurité
35121400,Sacs de sécurité
35121500,Joints
35121600,Marques
35121700,Systèmes d'alarme
35121800,Miroirs de sécurité convexes
35121900,Détecteurs de radar
35123000,Équipement d'identification du site
35123100,Système à cartes magnétiques
